order_id,created_date,total_paid,state,id,id_order,product_id,product_quantity,sku,unit_price,date,name,desc,price,in_stock,type,short,long
355123,2017-05-12 00:53:07,12.98,Completed,1246445,355123,0,1,MUV0042,8.99,2017-05-12 00:49:35,Clear Back Case Muvit iPhone / 5s / 5 transparent,iPhone back cover tranparente SE / 5s / 5.,9.99,0,11865403,MUV,Muvit
355128,2017-05-12 04:44:48,433.99,Completed,1246454,355128,0,1,SYN0146,433.99,2017-05-12 01:15:28,Synology NAS Server DS416Play Mac and PC,4-bay NAS served 1GB RAM transcodifiación 4K for Mac and PC,434.99,0,12175397,SYN,Synology
355130,2017-05-12 01:53:56,113.99,Completed,1246459,355130,0,1,LAC0213,113.99,2017-05-12 01:50:10,LaCie Porsche Design Desktop Drive 3TB USB 3.0 External Hard Drive,External Hard Drive 35-inch 3TB USB 3.0 for Mac and PC.,119.99,0,11935397,LAC,LaCie
355149,2017-05-12 08:29:07,281.94,Completed,1246495,355149,0,6,OWC0042,46.99,2017-05-12 08:26:28,Mac OWC Memory 4GB DDR3 1333MHZ SO-DIMM,4GB RAM Mac mini iMac (2010/11) and MacBook Pro (2010/11).,46.99,1,1364,OWC,OWC
355158,2017-05-12 09:21:25,71.91,Completed,1246506,355158,0,9,SAN0154,7.99,2017-05-12 09:18:24,SanDisk Ultra Fit Flash Drive 16GB USB 3.0,Pendrive 16GB ultra-compact USB 3.0 transfers data up to 130 MB / s Mac and PC,9.99,0,11935397,SAN,SanDisk
355164,2017-05-12 09:52:17,49.99,Completed,1246514,355164,0,1,SEV0022,49.99,2017-05-12 09:46:18,MacBook Air SSD installation service,SSD installation on your MacBook Air + Data Transfer.,49.99,0,20642062,SEV,Service
355167,2017-05-12 10:07:35,53.99,Completed,1246519,355167,0,1,LEX0028,53.99,2017-05-12 09:57:09,Lexar JumpDrive Lightning USB 3.0 M20i Pendrive 64GB,Pendrive USB 3.0 connector lightning and 64GB for iPhone / iPad.,89.99,0,42945397,LEX,Lexar
355179,2017-05-12 10:29:15,109.99,Completed,1246540,355179,0,1,APP1700,109.99,2017-05-12 10:23:05,Smart Battery Apple iPhone Battery Case 8/7 Black,Battery Case for Apple iPhone,119.0,0,"5,49E+11",APP,Apple
354677,2017-05-11 06:48:54,282.94,Completed,1246541,354677,0,1,APP1920,74.99,2017-05-12 10:25:10,Apple USB Power Adapter 61 W-C,USB-adapter 61 C current W MacBook Pro 13 inches,79.0,1,12585395,APP,Apple
355183,2017-05-12 14:05:22,198.0,Completed,1246549,355183,0,2,TOS0022,99.0,2017-05-12 10:35:07,"Toshiba Canvio Basic 25 ""3TB USB 3.0 Black",25-inch external hard drive 3TB USB 3.0 for Mac and PC.,139.95,1,11935397,TOS,Toshiba
355184,2017-05-12 10:48:15,136.99,Completed,1246550,355184,0,1,LAC0155,136.99,2017-05-12 10:37:26,LaCie Rugged Mini USB 3.0 2TB Mac and PC,Hard Drive 2TB portable wireless ultra-resistant USB 3.0 for Mac and PC.,139.99,1,11935397,LAC,LaCie
355185,2017-05-12 10:41:41,47.96,Completed,1246551,355185,0,1,GRT0466,9.99,2017-05-12 10:38:28,Griffin Survivor Case Tough Journey iPhone 7 / 6s / 6 Transparent,Cast and impact resistant padded case for iPhone 7 / 6s / 6,29.99,0,11865403,GRT,Griffin
355185,2017-05-12 10:41:41,47.96,Completed,1246552,355185,0,1,IOT0007,19.99,2017-05-12 10:39:14,iOttie Easy Flex 3 iPhone Black Car Car Support,IPhone car holder.,24.99,0,14365395,IOT,iOttie
355185,2017-05-12 10:41:41,47.96,Completed,1246553,355185,0,1,OTT0143,12.99,2017-05-12 10:39:55,Otterbox Clearly Protected gel Case iPhone 6 / 6S Transparent,transparent cover and a flexible piece TPU for iPhone 6 and iPhone 6s,19.99,1,11865403,OTT,Otterbox
355186,2017-05-12 10:45:03,14.98,Completed,1246554,355186,0,1,GRT0461,9.99,2017-05-12 10:40:08,Griffin Survivor iPhone Case 7 Silver Clear / Transparent,Resistant polycarbonate transparent cover for iPhone 7,24.99,0,11865403,GRT,Griffin
355189,2017-05-12 12:27:43,74.99,Completed,1246565,355189,0,1,APP1043,74.99,2017-05-12 10:53:08,Apple USB-C Multiport Digital AV Adapter,C USB-HDMI adapter for MacBook high resolution.,79.0,1,12585395,APP,Apple
330164,2017-05-12 11:03:26,91.96,Completed,1246566,330164,0,1,SAT0030,9.99,2017-05-12 10:57:29,Satechi-C USB Adapter USB-A Silver,USB Adapter USB 3.0 A-C with compact and lightweight design for Mac and PC,18.0,1,12585395,SAT,Satechi
355191,2017-05-12 11:17:58,382.99,Completed,1246567,355191,0,1,PAC1381,382.99,2017-05-12 10:58:54,Pack QNAP TS-228 | WD 6TB Network,NAS + 6TB (2x3TB) WD Network for Mac and PC.,398.99,0,12175397,PAC,Pack
330164,2017-05-12 11:03:26,91.96,Completed,1246568,330164,0,1,KAN0013,15.99,2017-05-12 10:59:04,IAdapt Kanex Mini DisplayPort to HDMI with Audio V2,Adapter Cable Display Port to HDMI.,27.99,1,12585395,KAN,Kanex
330164,2017-05-12 11:03:26,91.96,Completed,1246569,330164,0,1,NTE0095,9.99,2017-05-12 11:00:05,NewerTech Cable 3m HDMI to HDMI 1.4A,HDMI to HDMI Cable 3 meters.,21.99,1,1325,NTE,NewerTech
330164,2017-05-12 11:03:26,91.96,Completed,1246570,330164,0,1,APP0023,55.99,2017-05-12 11:01:50,Apple Mac Keyboard Keypad Spanish,USB ultrathin keyboard Apple Mac Spanish.,59.0,0,13855401,APP,Apple
355192,2017-05-12 11:10:51,26.98,Completed,1246573,355192,0,1,OWC0053,21.99,2017-05-12 11:07:08,"OWC SSD installation Kit for iMac 215 ""(2011) without tools",Kit installation without tools iMac SSD 215 inches (models 2011).,35.99,1,12755395,OWC,OWC
355197,2017-05-19 10:44:01,11.98,Completed,1246580,355197,0,1,IFX0042,6.99,2017-05-12 11:13:44,iFixit rubber Kit for MacBook and MacBook Pro Unibody,Kit rubber to the bottom of Macbook / MacBook Pro Unibody.,6.99,1,14305406,IFX,iFixit
355200,2017-05-12 11:26:34,29.98,Completed,1246584,355200,0,1,OWC0063,22.99,2017-05-12 11:20:34,Mac OWC Memory 2GB 800MHz DDR2 SO-DIMM,RAM 2GB iMac (2008) and MacBook (2009).,23.99,0,1364,OWC,OWC
355202,2017-05-12 11:37:47,179.0,Completed,1246588,355202,0,1,APP0662,179.0,2017-05-12 11:28:02,IMac AppleCare Protection Plan,Apple Care extended warranty for iMac.,179.0,1,1231,APP,Apple
355206,2017-05-12 11:58:09,44.98,Completed,1246594,355206,0,1,STM0090,39.99,2017-05-12 11:33:14,Dux STM rigid Case Black iPad Mini 4,Resistant sleeve with original design for iPad Mini 4.,59.94,0,12635403,STM,STM
355207,2017-05-12 11:35:39,132.99,Completed,1246595,355207,0,1,CRU0026-2,132.99,2017-05-12 11:33:33,Crucial memory Mac 16GB (2x8GB) SO-DIMM DDR3 1333MHz,RAM 16GB (2x8GB) Mac mini (2011) iMac (2010/11) MacBook Pro (2011).,163.98,1,1364,CRU,Crucial
355208,2017-05-12 16:04:55,87.99,Completed,1246596,355208,0,1,CRU0016-2,87.99,2017-05-12 11:33:41,Crucial memory Mac 8GB (2x4GB) SO-DIMM DDR3 1066MHz,RAM 8GB (2x4GB) Mac mini iMac MacBook and MacBook Pro (2009/10).,107.98,1,1364,CRU,Crucial
355211,2017-05-12 12:46:34,32.97,Completed,1246601,355211,0,2,FCM0019,13.99,2017-05-12 11:36:46,FCM Mac Memory 2GB DDR3 1333MHz SO-DIMM,2GB RAM Mac mini iMac (2010/11) and MacBook Pro (2010/11).,14.99,0,1364,FCM,FCM
355214,2017-05-12 11:49:21,99.99,Completed,1246610,355214,0,1,IFX0029,99.99,2017-05-12 11:47:57,"Battery iFixit MacBook Air 13 ""End 2010/2011 / Med 2012",replacement battery for MacBook Air 13-inch Late 2010/2011 / Med 2012.,109.99,0,13005399,IFX,iFixit
355218,2017-05-12 12:01:41,104.99,Completed,1246616,355218,0,1,EIZ0018,104.99,2017-05-12 11:56:35,Eizo Ex3 color calibrator,Eizo color calibrator EX3 to keep accurate and precise colors for Eizo ColorEdge monitor,111.32,0,1296,EIZ,Eizo
355222,2017-05-12 12:25:12,33.98,Completed,1246624,355222,0,1,GRT0413,29.99,2017-05-12 12:20:47,Griffin Survivor Case Tough Summit iPhone 6 / 6S Black,Rigid housing with screen saver and support clip iPhone 6 / 6s,39.99,0,11865403,GRT,Griffin
355225,2017-05-12 12:30:35,24.98,Completed,1246634,355225,0,1,SAN0141,19.99,2017-05-12 12:29:07,SanDisk Ultra microSDXC 64GB Memory Card + SD Adapter,Adapter and memory card microSDXC 64GB Class 10 UHS-1,23.99,0,57445397,SAN,SanDisk
355226,2017-05-12 12:42:30,103.99,Completed,1246636,355226,0,1,SEA0102,103.99,2017-05-12 12:33:10,"Seagate Barracuda 2TB Hard Drive 25 ""7mm",Internal Hard Drive 2TB 7mm and 25 for Mac and PC,129.99,0,12655397,SEA,Seagate
355227,2017-05-12 12:36:07,139.98,Completed,1246637,355227,0,1,BLM0016,139.98,2017-05-12 12:33:17,Blue Microphones Yeti USB microphone Gray,capsules microphone with three and four different pattern settings for Mac and PC,149.99,1,1375,BLM,Blue Microphones
355224,2017-05-12 13:01:58,279.0,Completed,1246645,355224,0,1,OWC0145,279.0,2017-05-12 12:51:29,OWC Thunderbolt 2 Dock Cable,Dock 12 ports Thunderbolt connection and cable 1 meter for Mac.,337.99,1,12995397,OWC,OWC
355230,2017-05-12 13:02:10,107.33,Completed,1246646,355230,0,6,GRT0466,8.26,2017-05-12 12:52:43,Griffin Survivor Case Tough Journey iPhone 7 / 6s / 6 Transparent,Cast and impact resistant padded case for iPhone 7 / 6s / 6,29.99,0,11865403,GRT,Griffin
355230,2017-05-12 13:02:10,107.33,Completed,1246648,355230,0,3,GRT0461,8.26,2017-05-12 12:54:08,Griffin Survivor iPhone Case 7 Silver Clear / Transparent,Resistant polycarbonate transparent cover for iPhone 7,24.99,0,11865403,GRT,Griffin
355230,2017-05-12 13:02:10,107.33,Completed,1246649,355230,0,2,GRT0463,8.26,2017-05-12 12:54:16,Griffin Survivor Case for iPhone Journey 7 Coral / White,Cast and impact resistant padded case for iPhone 7,29.99,0,11865403,GRT,Griffin
355230,2017-05-12 13:02:10,107.33,Completed,1246650,355230,0,2,GRT0436,8.26,2017-05-12 12:54:32,Griffin Survivor iPhone Case Journey 7 / 6s / 6 Gray / Pink,Cast and impact resistant padded case for iPhone 7 / 6s / 6,29.99,1,11865403,GRT,Griffin
355235,2017-05-12 13:25:20,371.96,Completed,1246661,355235,0,1,QNA0150,354.99,2017-05-12 13:13:24,QNAP TS-251 + NAS | 2GB RAM Mac and PC,2-bay NAS server 2GB RAM and remote for Mac and PC.,349.0,1,12175397,QNA,QNAP
355235,2017-05-12 13:25:20,371.96,Completed,1246662,355235,0,1,KIN0088,6.99,2017-05-12 13:13:29,Kingston DataTraveler G4 PenDrive 16GB USB 3.0,16GB USB pendrive with cap.,7.0,0,57445397,KIN,Kingston
355235,2017-05-12 13:25:20,371.96,Completed,1246663,355235,0,1,STA0032,3.99,2017-05-12 13:13:35,Startech Gigabit Ethernet Cable Cat. 6 2m Gray,Ethernet Cable 2 meters Mac and PC Unit Class 6,4.99,1,1325,STA,Startech
355235,2017-05-12 13:25:20,371.96,Completed,1246664,355235,0,1,STA0033,5.99,2017-05-12 13:13:38,StarTech Gigabit Ethernet Cable Cat. 6 5m Gray,Ethernet Cable 5 meter Mac and PC Unit Class 6,7.99,1,1325,STA,Startech
355237,2017-05-12 13:34:45,14.98,Completed,1246673,355237,0,1,APP0697,9.99,2017-05-12 13:31:11,OEM USB Cable for iPhone iPad Dock and Apple iPod White Compatible,Cable OEM dock for iPhone iPad and iPod compatible USB Apple (unboxed),25.0,1,1230,APP,Apple
355243,2017-05-12 14:24:16,46.98,Completed,1246683,355243,0,1,APP0434,23.99,2017-05-12 13:45:19,Apple 5W USB power adapter iPhone and iPod,USB Power Adapter 5W 1A for iPhone iPod and Apple Watch.,25.0,1,14365395,APP,Apple
355243,2017-05-12 14:24:16,46.98,Completed,1246685,355243,0,1,APP0438,22.99,2017-05-12 13:46:07,Apple Lightning connector cable to USB 1m White,Lightning USB cable 1 meter to charge and sync iPhone iPad and iPod.,25.0,1,1230,APP,Apple
355249,2017-05-12 13:54:36,40.98,Completed,1246693,355249,0,1,APP1682,35.99,2017-05-12 13:49:29,Apple iPhone Silicone Case Cover 7 Blue Sea,Ultrathin silicone case and microfiber premium for iPhone 7,39.0,0,11865403,APP,Apple
355254,2017-05-12 14:13:27,54.96,Completed,1246708,355254,0,1,LIF0103-A,54.96,2017-05-12 14:08:50,Open - LifeProof Fre Waterproof Case iPhone 6 / 6S Plus Black,waterproof case and extreme conditions for iPhone 6 / 6S Plus,89.99,0,1298,LIF,Lifeproof
355272,2017-05-12 16:10:33,79.98,Completed,1246742,355272,0,2,CRU0031,39.99,2017-05-12 16:05:42,Crucial Mac Memory 4GB DDR3 1600MHZ SO-DIMM,RAM 4GB 1600MHZ SO-DIMM MacBook Pro (2012) Mac Mini (2012) and iMac 27 (2012/13).,45.99,1,1364,CRU,Crucial
355277,2017-05-12 16:24:34,949.0,Completed,1246750,355277,0,1,APP1581,949.0,2017-05-12 16:17:29,"Apple MacBook Air 13 ""i5 16 Ghz | 8GB RAM | 128GB Flash",laptop MacBook Air 13 inch i5 16GHz 8GB RAM 128GB Flash (MJVE2Y / A),1099.0,0,1282,APP,Apple
355278,2017-05-12 16:23:11,65.98,Completed,1246751,355278,0,2,PHI0076,32.99,2017-05-12 16:17:59,Philips Hue Motion Motion Sensor,System motion sensor for Philips Hue,39.95,1,11905404,PHI,Philips
355285,2017-05-12 16:52:03,71.99,Completed,1246763,355285,0,1,THU0023,71.99,2017-05-12 16:46:11,"Thule Gauntlet 3.0 Attaché case Macbook Pro / Retina 15 ""Black",briefcase rigid double protection Macbooks / Retina 15 inches.,79.95,1,10230,THU,Thule
355290,2017-05-12 17:21:44,83.99,Completed,1246769,355290,0,1,TRA0016,83.99,2017-05-12 17:19:08,"Transcend JetDrive Lite 360 ​​128GB Macbook Pro Retina 15 ""Finals 2013",MLC memory card 128GB Macbook Pro Retina 15 inches.,90.0,1,57445397,TRA,Trascend
355297,2017-05-12 17:46:41,69.98,Completed,1246780,355297,0,1,OWC0153,49.99,2017-05-12 17:31:52,OWC In-line Digital Temperature Sensor Kit iMac 2009 & 2010,Kit temperature for HDD iMac 21 inches and 27 inches sensor 2009-2010.,60.99,1,12755395,OWC,OWC
355300,2017-05-12 17:43:41,34.98,Completed,1246783,355300,0,1,TRK0007,29.99,2017-05-12 17:34:21,Bravo Locator Black Trackr,Bluetooth locator objects APP for iPhone,29.99,0,11905404,TRK,TrackR
355297,2017-05-12 17:46:41,69.98,Completed,1246784,355297,0,1,NTE0013,19.99,2017-05-12 17:34:45,"AdaptaDrive NewerTech adapter 2.5 ""to 3.5"" SATA",Adapter HDD / SSD 2.5 SATA 3.5 compatible with Mac Pro.,26.99,1,12755395,NTE,NewerTech
355303,2017-05-12 17:53:59,24.98,Completed,1246791,355303,0,1,KAN0032,20.99,2017-05-12 17:48:24,IAdapt Kanex Mini DisplayPort to VGA Adapter,Cable Adapter Mini Display Port to VGA.,24.95,1,12585395,KAN,Kanex
355309,2017-05-12 18:32:09,179.97,Completed,1246801,355309,0,2,LIF0112,59.99,2017-05-12 18:06:37,LifeProof Fre Submersible Case iPhone 5 / 5S Black,waterproof and extreme conditions Case for iPhone SE / 5s / 5,79.99,1,11865403,LIF,Lifeproof
355309,2017-05-12 18:32:09,179.97,Completed,1246805,355309,0,1,LIF0096,59.99,2017-05-12 18:13:45,LifeProof Fre Waterproof Case iPhone 6 / 6S Black,waterproof and extreme conditions for iPhone 6 / 6S case.,79.99,1,11865403,LIF,Lifeproof
354980,2017-05-12 18:42:02,19.98,Completed,1246820,354980,0,1,GRT0462,9.99,2017-05-12 18:37:33,Griffin Survivor iPhone Case Clear 8 Plus / 7 Plus Green / Transparent,"Case, Green / Transparent iPhone resistant polycarbonate 8 Plus / 7 Plus",24.99,0,11865403,GRT,Griffin
354980,2017-05-12 18:42:02,19.98,Completed,1246821,354980,0,1,GRT0466,9.99,2017-05-12 18:37:50,Griffin Survivor Case Tough Journey iPhone 7 / 6s / 6 Transparent,Cast and impact resistant padded case for iPhone 7 / 6s / 6,29.99,0,11865403,GRT,Griffin
355321,2017-05-12 18:49:12,194.99,Completed,1246831,355321,0,1,QNA0204,194.99,2017-05-12 18:43:56,QNAP TS-231P NAS,2-bay NAS server with 2 LAN ports and a powerful processor for home and small business Mac and PC,216.59,0,12175397,QNA,QNAP
355332,2017-05-12 19:22:21,113.99,Completed,1246851,355332,0,1,SEA0106,113.99,2017-05-12 19:19:19,"Seagate 2TB hard disk Firecuda 25 ""SSHD 7mm SATA 3",HDD SSHD 2TB 25 inch SATA interface 6 GB / s and 5400 rpm rotation speed for Mac and PC,129.99,0,12655397,SEA,Seagate
355335,2017-05-12 19:23:53,113.99,Completed,1246854,355335,0,1,SEA0106,113.99,2017-05-12 19:21:26,"Seagate 2TB hard disk Firecuda 25 ""SSHD 7mm SATA 3",HDD SSHD 2TB 25 inch SATA interface 6 GB / s and 5400 rpm rotation speed for Mac and PC,129.99,0,12655397,SEA,Seagate
355346,2017-05-12 20:19:48,79.99,Completed,1246877,355346,0,1,HOC0016,79.99,2017-05-12 20:08:58,Hoco Milanese Apple Watch Edition 42mm Black Belt,Stainless steel strap Color Black Hoco for Apple Watch 42 mm,89.0,0,2449,HOC,Hoco Nike
355352,2017-05-12 20:32:24,137.98,Completed,1246891,355352,0,2,CRU0021,68.99,2017-05-12 20:29:33,Crucial Mac Memory 8GB 1600MHZ DDR3 SO-DIMM,8GB RAM 135V / 15V MacBook iMac (2012/2013) Mac Mini (2011/12) and iMac 5K Retina 27 inches (2014).,79.99,1,1364,CRU,Crucial
355345,2017-05-12 20:44:35,59.99,Completed,1246897,355345,0,1,ZAG0028,59.99,2017-05-12 20:42:21,"Zagg keyboard Messenger Case iPad Air / Air 2 / iPad Pro 97 ""Black",skinny sleeve with bluetooth keyboard and adjustable design for iPad Air / Air 2 / iPad / iPad Pro 97-inch,69.99,0,12575403,ZAG,ZaggKeys
355356,2017-05-12 20:54:38,33.98,Completed,1246899,355356,0,1,MOP0099,29.99,2017-05-12 20:47:18,Hold Force Base Case Mophie iPhone Case 7 Wrap,Case Ultra Thin magnetic plate on the back to attach accessories 7 Hold Force for iPhone,39.95,0,11865403,MOP,Mophie
355359,2017-05-12 20:52:39,69.0,Completed,1246902,355359,0,1,WDT0354,69.0,2017-05-12 20:49:08,1TB WD My Passport 25 USB 3.0 External Hard Drive White,1TB External Hard Drive USB 3.0 with Mac and PC light for compact design,89.99,1,11935397,WDT,Western Digital
355361,2017-05-12 21:28:56,44.98,Completed,1246909,355361,0,1,SAT0009,39.99,2017-05-12 21:12:45,Satechi Slim Keypad Bluetooth Silver,Bluetooth keypad and rechargeable battery connection for Mac and PC,49.99,1,13855401,SAT,Satechi
355370,2017-05-12 22:08:31,18.98,Completed,1246925,355370,0,1,PIE0028,14.99,2017-05-12 22:04:58,internal battery for iPhone 5,Replacement AC Adapter for Apple iPhone 5.,14.95,1,21485407,PIE,Replacement
355371,2017-05-12 22:09:52,109.99,Completed,1246926,355371,0,1,JBL0107,109.99,2017-05-12 22:05:37,JBL Flip 3 Bluetooth Speaker Black,Bluetooth wireless speaker for iPhone iPad and iPod.,129.99,1,5398,JBL,JBL
355375,2017-05-12 22:39:02,28.98,Completed,1246932,355375,0,1,BEL0283,24.99,2017-05-12 22:36:12,Belkin Sport Armband Pro-Fit Bracelet Black iPhone 7,lightweight neoprene armband with reflective tape and large belt loop for iPhone 7,34.99,0,5405,BEL,Belkin
355390,2017-05-12 23:55:21,132.99,Completed,1246954,355390,0,1,CRU0026-2,132.99,2017-05-12 23:49:32,Crucial memory Mac 16GB (2x8GB) SO-DIMM DDR3 1333MHz,RAM 16GB (2x8GB) Mac mini (2011) iMac (2010/11) MacBook Pro (2011).,163.98,1,1364,CRU,Crucial
355391,2017-05-13 00:32:31,79.99,Completed,1246960,355391,0,1,SAN0122,79.99,2017-05-13 00:24:37,Sandisk Extreme Pro 128GB SDXC Memory Card UHS-I U3 V30 95MB / s-90MB / s,Memory card SDXC UHS Class 3 128GB speeds 95MB / s-90MB / s,89.99,0,57445397,SAN,SanDisk
355400,2017-05-13 02:05:59,66.9,Completed,1246984,355400,0,1,JAB0038,66.9,2017-05-13 02:01:55,Jabra Bluetooth Headset Silver Stealth,Bluetooth Handsfree Headset for iPhone iPad iPod Touch.,79.99,1,5384,JAB,Jabra
355404,2017-05-13 02:48:51,133.98,Completed,1246994,355404,0,1,WAC0242,126.99,2017-05-13 02:46:34,Education - A4 Wacom Bamboo Slate Gray,Bloc notes A4 smart pen includes app button to save your notes,149.99,0,1405,WAC,Wacom
355412,2017-05-13 07:05:01,99.0,Completed,1247012,355412,0,1,TOS0022,99.0,2017-05-13 06:57:22,"Toshiba Canvio Basic 25 ""3TB USB 3.0 Black",25-inch external hard drive 3TB USB 3.0 for Mac and PC.,139.95,1,11935397,TOS,Toshiba
355435,2017-05-13 11:11:31,96.97,Completed,1247064,355435,0,1,TWS0113,44.99,2017-05-13 11:01:52,Twelve South BookBook Leather Case iPhone 5 / 5s / SE Brown,vintage brown leather cover for iPhone 5 / 5s / SE,49.99,0,5403,TWS,Twelve South
355435,2017-05-13 11:11:31,96.97,Completed,1247065,355435,0,1,TWS0046,44.99,2017-05-13 11:03:08,Twelve South BookBook Case iPhone 5 / 5S black,Funda iPhone 5 / 5S vintage leather with padded interior.,49.99,0,11865403,TWS,Twelve South
355436,2017-05-13 11:09:13,99.0,Completed,1247066,355436,0,1,TOS0022,99.0,2017-05-13 11:06:34,"Toshiba Canvio Basic 25 ""3TB USB 3.0 Black",25-inch external hard drive 3TB USB 3.0 for Mac and PC.,139.95,1,11935397,TOS,Toshiba
355444,2017-05-13 11:38:24,167.99,Completed,1247079,355444,0,1,SAM0074,167.99,2017-05-13 11:18:14,Samsung 850 EVO SSD Disk 500GB,SSD hard drive Mac and PC 25 inch 500GB SATA III with 3D V-NAND.,179.99,1,12215397,SAM,Samsung
355101,2017-05-13 11:54:53,469.0,Completed,1247087,355101,0,1,APP1719,469.0,2017-05-13 11:26:10,Apple Watch Series 2 42mm Silver Aluminum Case and Strap Sport White,Apple Watch 42 mm dual core processor with GPS retina display and submersible 50mts,469.0,0,24895185,APP,Apple
355464,2017-06-14 12:24:13,185.99,Completed,1247116,355464,0,1,APP1922,179.0,2017-05-13 12:00:01,AirPods Apple Bluetooth Headset for iPhone iPad iPod and Apple Watch,Apple AirPods wireless headsets and cargo transport box,179.0,1,5384,APP,Apple
355481,2017-05-13 13:12:06,36.74,Completed,1247142,355481,0,1,SAT0002-A,31.75,2017-05-13 13:09:37,Open - Satechi USB Hub Slim-C to USB-A / HDMI 4K / USB-C Space Gray,Aluminum adapter with USB Type-C 4K HDMI port and two USB Type-A ports for Mac and PC,79.99,0,1298,SAT,Satechi
355482,2017-05-13 13:18:13,26.98,Completed,1247144,355482,0,1,ICA0054,21.99,2017-05-13 13:13:51,Incase Systm Smart Case Cover iPhone 6 / 6s Blue,Double casing layer iPhone 6 / 6s.,34.95,0,11865403,ICA,Incase
355486,2017-05-13 13:36:38,69.99,Completed,1247152,355486,0,1,LIF0118,69.99,2017-05-13 13:32:25,LifeProof Fre Submersible Case Black iPhone 7 Plus,Case submersible in water and resistant to extreme conditions for iPhone 7 Plus,89.99,1,11865403,LIF,Lifeproof
355487,2017-05-13 13:41:35,59.98,Completed,1247153,355487,0,1,OWC0026,39.99,2017-05-13 13:33:46,"Installation Kit OWC SSD Hard Drive 25 ""Mac mini 2011/2012",Installation Kit HDD or SSD for Mac mini 2011 Late 2012 Mid tools,54.99,1,14305406,OWC,OWC
355487,2017-05-13 13:41:35,59.98,Completed,1247154,355487,0,1,NTE0015,19.99,2017-05-13 13:34:38,NewerTech NuStand Support Mac Mini Silver Alloy,Elegant support for MacMini 2010 and later,30.99,0,8696,NTE,NewerTech
355494,2017-05-13 14:04:43,94.99,Completed,1247165,355494,0,1,HTE0013,94.99,2017-05-13 13:59:28,Hyperdrive DUO USB Hub-C Thunderbolt three spatial Gray,Hub Thunderbolt port 3 HDMI and USB-C ports and two USB 3.1 Micro SDXC SDXC MacBook,99.95,1,12585395,HTE,Hyper Pearl
355496,2017-05-13 14:12:09,59.99,Completed,1247169,355496,0,1,NTE0110,59.99,2017-05-13 14:11:03,"NewerTech NuPower Charger 60W USB-C for MacBook Pro 12 ""/ 13"" / 15 ""2015-2016",60W charger with USB-C and USB 3.0 connection (USB-C) loads the MacBook and MacBook Pro 12-inch (including Touch Bar) and iPhone,72.99,0,1515,NTE,NewerTech
355498,2017-05-13 14:26:54,87.99,Completed,1247172,355498,0,1,CRU0016-2,87.99,2017-05-13 14:20:50,Crucial memory Mac 8GB (2x4GB) SO-DIMM DDR3 1066MHz,RAM 8GB (2x4GB) Mac mini iMac MacBook and MacBook Pro (2009/10).,107.98,1,1364,CRU,Crucial
355520,2017-05-13 16:49:34,289.99,Completed,1247209,355520,0,1,LAC0206,289.99,2017-05-13 16:42:25,LaCie d2 Hard Drive 4TB Thunderbolt 2 USB 3.0,4TB external hard drive designed to work 24x7 Thunderbolt 2 and 5 years warranty for Mac and PC,309.0,1,11935397,LAC,LaCie
355521,2017-05-13 16:57:16,89.98,Completed,1247210,355521,0,2,PAC1560,44.99,2017-05-13 16:47:12,"Macally External Hard Drive 500GB 25 ""USB 3.0",External Hard Drive 500GB 5400rpm aluminum housing 25 and USB 3.0 connection for Mac and PC,79.9,0,11935397,PAC,Pack
355526,2017-05-13 17:08:27,40.98,Completed,1247218,355526,0,1,GRT0378,36.99,2017-05-13 17:04:52,Griffin Survivor All-Terrain iPad Mini 4 Black / Blue,Funda iPad Mini 4 ultra resistant for extreme conditions.,59.99,0,12635403,GRT,Griffin
354336,2017-05-13 17:46:58,212.98,Completed,1247225,354336,0,1,TRA0038,179.99,2017-05-13 17:24:01,"Transcend JetDrive Lite 360 ​​256GB Macbook Pro Retina 15 """,MLC memory card 256 GB Macbooks Retina 15 inches Late 2013 - Mid 2015.,182.0,0,12655397,TRA,Trascend
354336,2017-05-13 17:46:58,212.98,Completed,1247230,354336,0,1,APP0482,32.99,2017-05-13 17:44:51,Adapter Apple Lightning to SD Card Reader,Lightning connector adapter to SD card reader (MD822ZM / A).,35.0,0,5395,APP,Apple
355537,2017-05-13 18:08:07,109.0,Completed,1247239,355537,0,1,NTE0062,109.0,2017-05-13 18:06:36,"NewerTech NuPower Battery 65W MacBook Pro 13 ""2009/2012 (not retina)",65W internal battery for MacBook Pro 13 inch 2009-12,131.99,1,10142,NTE,NewerTech
355538,2017-05-13 18:57:18,322.99,Completed,1247240,355538,0,1,WAC0221,322.99,2017-05-13 18:06:39,Education - Wacom Intuos Pro M South Graphics Tablet,Medium graphics tablet includes Bluetooth Intuos Pro Pen Pointer 2 (8192 levels of pressure) for Mac and PC,379.9,0,1405,WAC,Wacom
355539,2017-05-13 18:11:52,54.99,Completed,1247242,355539,0,1,APP0484,54.99,2017-05-13 18:08:51,Apple Digital AV Adapter to Lightning,Lightning adapter connector to digital AV (MD826ZM / A).,59.0,1,5395,APP,Apple
354952,2017-05-13 18:22:20,1087.96,Completed,1247244,354952,0,1,APP0023,55.99,2017-05-13 18:11:04,Apple Mac Keyboard Keypad Spanish,USB ultrathin keyboard Apple Mac Spanish.,59.0,0,13855401,APP,Apple
